"De Pontieu, B.W.",72,1996,2016
"Drews, A.",0,0,0
"Golding, T.",2,2014,2016
"Haugan, S.",13,1997,2005
"Charambolos, K.",0,0,0
"Omang, M.",3,2001,2006
"Wiesmann, M.",1,2014,2014
"Fredvik, T.",12,1998,2010
"Mrozek, T.",22,2002,2014
"Tomczak, M.",45,1986,2015
"Szaforz, Z.",4,2014,2016
"Wawrzaszek, A.",11,2009,2015
"Macek, W.",56,1981,2015
"Czechowski, A.",58,1990,2015
"Siarkowski, M.",54,1980,2016
"Gburek, S.",19,1998,2015
"Gryciuk, M.",4,2011,2012
"Kepa, A.",13,1982,2015
"Kowalinski, M.",9,2005,2016
"Podgorski, P.",7,2011,2016
"Fernandes, J.",45,1995,2014
"Bodnarova, M.",7,2010,2016
"Gömöry, P.",24,2003,2016
"Koza, J.",17,2002,2015
"Kucera, A.",50,1982,2015
"Rybak, J.",91,1986,2014
"Schwartz, P.",107,1969,2015
"Kozak, M.",5,1982,2012
"Vaskova, R.",0,0,0
"Ambroz, J.",3,2009,2012
"Kavka, J.",0,0,0
"Arregui, I.",45,2001,2015
"Asensio Ramos, A.",106,2000,2016
"Martínez-Pillet, V.",98,1990,2015
"Collados, M.",113,1985,2016
"Socas Navarro, H.",69,1995,2015
"De Vicente, Á.",7,2005,2016
"Khomenko, E.",0,0,0
"Luna, M.",31,1997,2016
"Martínez González, M.J.",37,2002,2015
"Moreno Insertis, F.",52,1983,2016
"Ruíz Cobo, B.",58,1990,2015
"Vitas, N.",10,2003,2014
"Reza, R.",0,0,0
"Trujillo Bueno, J.",105,1987,2016
"Pastor Yabar, A.",4,2014,2015
"Griñón Marin, A.B.",3,2014,2015
"Alsina Ballester, E.",0,0,0
"Díaz Baso, C.J.",0,0,0
"Louis, R.E.",23,2008,2015
"Cubas Armas, M.",0,0,0
"Pallé, P.",90,1987,2016
"Jiménez, A.",72,1988,2015
"Pérez Hernandez, F.",16,1988,2008
"Requerey, I.",2,2014,2015
"González Morales, P.A.",5,2011,2015
"Cid, C.",39,1997,2016
"Palacios, J.",28,1981,2016
"Guerrero, A.",6,2000,2016
"Saiz, E.",19,1992,2016
"Cerrato, Y.",18,1992,2016
"Rodriguez-Pacheco, J.",42,1990,2015
"Gómez Herrero, R.",62,1999,2016
"Blanco Ávalos, J.J.",1,2014,2014
"Espinosa, F.",0,0,0
"Cernuda, I.",8,2010,2015
"Hidalgo, M.A.",35,1975,2016
"Sanahuja, B.",72,1975,2015
"Aran, A.",18,2005,2015
"Agueda, N.",21,2005,2015
"Pacheco, D.",0,0,0
"Blanco Rodriguez, J.",7,2007,2015
"Marco Soler, E.",0,0,0
"Ballester, J.L.",143,1981,2016
"Oliver, R.",131,1985,2016
"Carbonell, M.",27,1990,2015
"Terradas, J.",69,1999,2016
"Soler, R.",54,2007,2016
"Martínez-Gómez, D.",2,2015,2016
"Rial, S.",3,2010,2013
"Nabil, F.",0,0,0
"Bellot Rubio, L.",125,1990,2016
"del Toro Iniesta, J.C.",73,1987,2016
"Orozco Suárez, D.",31,2007,2016
"de la Cruz Rodríguez, J.",29,2008,2016
"Kiselman, D.",34,1990,2015
"Löfdahl, M.",29,1991,2016
"Sütterlin, P.",32,1991,2015
"Pazira, H.",0,0,0
"Joshi, J.",16,1973,2016
"Robustini, C.",0,0,0
"Libbrecht, T.",1,2015,2015
"Leenaarts, J.",37,2005,2016
"Bjørgen, J.",0,0,0
"Esteban Pozuelo, S.",1,2015,2015
"Scharmer, G.",51,1976,2014
"Bühler, D.",3,2013,2016
"Brandenburg, A.",344,1988,2016
"Barklem, P.S.",75,1997,2016
"Kochukhov, O.",157,1998,2016
"Osorio, Y.",8,2011,2016
"Lind, K.",68,1858,2016
"Holzreuter, R.",12,2002,2015
"Belluzzi, L.",19,2007,2016
"Bianda, M.",40,1991,2016
"Calvo, F.",1,2006,2006
"Carlin, E.S.",3,2012,2015
"Janett, G.",0,0,0
"Privitera, G.",1,2011,2011
"Ramelli, R.",24,2002,2016
"Finsterle, W.",19,1996,2016
"Haberreiter, M.",26,2004,2016
"Guerreiro, N.",5,2008,2015
"Schmutz, W.",137,1982,2016
"Tagirov, R.",2,2015,2016
"von Steiger, R.",95,1989,2016
"Kleint, L.",33,2010,2016
"Morgan, H.",124,1897,2015
"Taroyan, Y.",25,2003,2016
"Alzate, N.",1,2011,2011
"Hutton, J.",5,1821,2015
"Walker, O.",0,0,0
"Li, X.",500,1974,2016
"Pintér, B.",29,1996,2015
"Price, D.",98,1952,2016
"McCreadie, H.",8,1993,2015
"Mohammed, D.",0,0,0
"Doyle, J.G.",328,1978,2016
"Madjarska, M.",60,1994,2016
"Shetye, J.",3,2015,2016
"Yeates, A.",35,1865,2016
"Unruh, Y.",69,1994,2016
"Ball, W.",22,1665,2016
"Dasi Espuig, M.",6,2010,2015
"Culhane, L.",13,1983,2007
"Harra, L.",133,1991,2016
"Matthews, S.",69,1978,2015
"Green, L.",52,1937,2016
"Van Driel-Gesztelyi, L.",173,1980,2016
"Valori, G.",20,2005,2015
"Pérez-Suárez, D.",6,2008,2015
"Yardley, S.",1,2015,2015
"Long, D.",130,1956,2016
"Baker, D.",500,1962,2015
"Woods, M.",18,1982,2015
"James, A.",20,1972,2016
"Ryan, J.",363,1894,2016
"Dacie, S.",0,0,0
"Chaplin, W.",268,1994,2016
"Mathioudakis, M.",146,1989,2016
"Jess, D.",46,2006,2016
"Keenan, F.",498,1981,2016
"Keys, P.H.",14,1936,2015
"Kuridze, D.",14,2008,2016
"Henriques, V.",12,2010,2016
"Hewitt, R.",13,1981,2014
"Reid, A.",97,1947,2015
"Krishna Prasad, S.",11,2011,2016
"Grant, S.",11,1989,2015
"Kawate, T.",11,2007,2013
"Prochazka, O.",1,2016,2016
"Diamond, C.",5,1992,2011
"Giunta, A.",10,2009,2016
"Fludra, A.",73,1984,2015
"O'Mullane, M.",9,2001,2015
"Del Zanna, G.",134,1993,2016
"Hillier, A.",16,2010,2015
"Polito, V.",2,2015,2016
"Mulay, S.",4,2013,2016
"Marsh, M.S.",19,1995,2015
"Walsh, R.",46,1985,2015
"Bewsher, D.",32,2002,2016
"Dalla, S.",41,2000,2015
"Laitinen, T.",63,1997,2015
"Lee, D.",395,1925,2016
"Swalwell, B.",0,0,0
"Walker, A.",383,1892,2016
"Zelina, P.",0,0,0
"Foullon, C.",50,2000,2015
"de Patoul, J.",8,2005,2015
"Kieokaew, R.",0,0,0
"Brown , J.",500,1724,2016
"Fletcher, L.",225,1891,2016
"Hannah, I.",34,2005,2016
"Jeffrey, N.",10,2010,2015
"Kontar, E.P.",112,1998,2016
"Labrosse, N.",22,2000,2016
"Bian, N.",21,2005,2015
"Reid, H.",16,1895,2015
"Simoes, P.",19,2006,2016
"Alcock, B.",0,0,0
"Brown, S.",161,1892,2016
"Kerr, G.",8,1983,2015
"Levens, P.",2,2015,2016
"Loumou, K.",0,0,0
"Rodger, A.",97,1981,2016
"Stackhouse, D.",2,2013,2014
"Wang, J.",500,1967,2016
"Wright, P.",18,1964,1997
"Erdélyi, R.",166,1994,2016
"Fedun, V.",43,1998,2016
"Ballai, I.",36,1998,2015
"Korsos, M.",7,2007,2015
"Verth, G.",33,2007,2016
"Kiss, T.",4,2002,2009
"Bennet, S.",0,0,0
"Ruderman, M.",216,1963,2016
"Jain, R.",151,1961,2016
"Mather, F.",0,0,0
"Nelson, C.",87,1966,2016
"Leonard, A.",42,1907,2015
"Williamson, A.",33,1892,2016
"Sharma, R.",298,1967,2016
"Vickers, E.",0,0,0
"Archontis, V.",41,1999,2015
"De Moortel, I.",60,1999,2016
"Hood, A.",189,1978,2016
"Mackay, D.H.",73,1996,2016
"Parnell, C.",74,1994,2016
"Wright, A.",309,1861,2016
"Neukirch, T.",61,1988,2016
"Pagano, P.",10,2007,2015
"Antolin, P.",25,2008,2015
"Conlon, T.",17,1974,2015
"Stevenson, J.E.H.",7,1974,2016
"Threlfall, J.",10,2011,2016
"Wilson, F.",25,1895,2016
"Gunar, S.",22,2005,2015
"Johnston, C.",12,2002,2016
"O'Hara, J.",0,0,0
"Elsden, T.",1,2015,2015
"Hodgson, J.",35,1704,2016
"Lee, E.J.",40,1947,2016
"Allanson, O.",0,0,0
"Sturrock, Z.",2,2013,2015
"Borissov, A.",0,0,0
"Williams, B.",268,1863,2016
"Goldstraw, E.",0,0,0
"Howson, T.",0,0,0
"Nakariakov, V.",166,1991,2016
"Verwichte, E.",49,1996,2014
"Arber, T.",44,1998,2016
"Broomhall, A.",45,2007,2016
"Brady, C.",11,2005,2016
"Morton, R.J.",31,1981,2016
"Botha, G.",18,2000,2015
"McLaughlin, J.",37,1974,2016
"Scullion, E.",21,2009,2016
"Shelyag, S.",38,2001,2016
"Zharkova, V.",78,1977,2016
"Dobranskis, R.",3,2014,2016
"Druett, M.",0,0,0
"Mooroogen, K.",0,0,0
"Snow, B.",1,2015,2015
"Shchukina, N.",69,1981,2016
"Sukhorukov, A.",22,1984,2016
"Pasechnik, M.",18,1984,2014
"Chornogor, S.",9,2000,2013
"Andrienko, O.",1,2011,2011
"Osipov, S.",25,1983,2015
"Vasiljeva, I.",6,1997,2006
"Kostik, R.",39,1966,2016
"Olshevsky, V.",10,2004,2016
"Kondrashova, N.",52,1970,2016
"Andriiets, E.",2,2014,2014
